stock_code,公司名稱,stock_name,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數,上市上櫃
1340,勝悅新材料有限公司,勝悅-KY,KY 開曼群島                                                    ,3,中國福建省晉江市青陽蓮嶼工業區,37722768,莊國清,莊輝煌,陳圖炎,財務長,郭燈佳,8.66E+12,20120614,20140114,新台幣                 10.0000元,1529228550,0,0,1,永豐金證券公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,信永中和聯合會計師事務所,陳光慧,楊子陞,VICTORY,"Qingyang Lianyu Industrial AreaJinjiang, Fujian, China",8.66E+12,peter.chen@sportspowersole.com,www.vnm.com.tw,152922855,上市
1341,富林塑膠工業(開曼)控股(股)公司,富林-KY,KY 開曼群島                                                    ,3,越南海防市陽京郡海城坊范文同路第9里程,82716171,王源林,王源林(暫代),許乃仁,協理,徐鈿朋,(07)535-2366,20161130,20181224,新台幣                 10.0000元,528506340,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王騰葦,陳珍麗,FULIN-KY,Km9 Pham Van Dong Hai Thanh Ward Duong Kinh DistrictHai Phong Viet Nam,(07)535-2368,acc@fulintw.com.tw,http://www.fulinvn.com,52850634,上市
1342,八貫企業股份有限公司,八貫,－ ,20,宜蘭縣冬山鄉德興四路6號,12386676,劉宗熹,劉宗熹,李宏毅,副總經理,游憶敏,03-9109568,19820617,20201124,新台幣                 10.0000元,790589020,0,0,2,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,安永聯合會計師事務所,張志銘,黃建澤,CCI Yilan,"No. 6, Dexing 4th Rd., Daxing Vil., Dongshan TownshipYilan County 269031, Taiwan (R.O.C.)",03-9903297,investor@cathay1342.com.tw,http://www.cathayconsolidated.com,79058902,上市
1402,遠東新世紀股份有限公司,遠東新,－ ,4,台北市大安區敦化南路二段207號36樓,3522600,徐旭東,"吳高山,鄭澄宇",鄭澄宇,行政總部總經理,王健誠,02-27338000,19540113,19670414,新台幣                 10.0000元,53528752270,0,0,1,亞東證券股份有限公司,02-7753-1699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,黃國寧,邵志明,FENC,"36F,Taipei Metro Tower No.207,Tun Hwa South Road,Sec.2Taipei,Taiwan,R.O.C.",02-27367184,csostaff@metro.feg.com.tw,www.fenc.com,5352875227,上市
1409,新光合成纖維股份有限公司,新纖,－ ,4,台北市大安區仁愛路三段136號5樓,7435515,吳東昇,歐金達,許毓麟,協理,何浩寧,25071259,19670425,19730831,新台幣                 10.0000元,16184092860,0,0,1,新光證券(股)公司股務代理部,02-23118787,台北市中正區重慶南路一段66之1號11樓,勤業眾信聯合會計師事務所,陳文香,徐文亞,SSFC,"5th Floor, No. 136, Section 3, Ren'ai Road, Taipei City.TAIPEI, TAIWAN, R.O.C.",25072264,analysis@shinkong.com.tw,https://www.shinkong.com.tw/,1618409286,上市
1410,南洋染整股份有限公司,南染,－ ,4,桃園市蘆竹區南山路三段二三三號,35286207,何  鈞,何承榮,張愛玉,發言人,孟家立,02-25940361,19641222,19731018,新台幣                 10.0000元,630000000,0,0,1,中國信託商銀代理部,02-66365566,台北市100重慶南路一段83號5樓,安侯建業聯合會計師事務所,余聖河,羅瑞芝,NYDF,"No.233, Sec. 3, Nanshan Rd.,Luzhu Dist., Taoyuan City 338, Taiwan",02-25919227,nydyeing@ms19.hinet.net,www.nydf.com.tw,63000000,上市
1413,宏洲纖維工業股份有限公司,宏洲,－ ,4,台北市內湖區瑞光路607號7樓,7220710,詹正田,詹正田,張恆嘉,董事,林勝欽,2657-5859,19680730,19751223,新台幣                 10.0000元,1321124540,30000000,0,2,福邦證券股份有限公司股務代理部,02-23711658,台北市忠孝西路一段6號6樓,安侯建業聯合會計師事務所,潘俊名,張淑瑩,H.C.,"7F., No.607, Ruiguang Rd., Neihu Dist., Taipei City 114, Taiwan (R.O.C.)TAIPEI TAIWAN",8797-7888,wallace@hungchou.com.tw,http://www.hungchou.com.tw/,132112454,上市
1414,東和紡織股份有限公司,東和,－ ,4,台北市仁愛路四段376號13樓,73141105,蔡淑櫻,張嘉亨,張嘉亨,總經理,郭彥良,(02)27001840,19590911,19760202,新台幣                 10.0000元,2200000000,0,0,1,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,馬偉峻,謝東儒,TUNG HO,"13TH FLOOR NO376,SEC 4 JEN AI ROADTAIPEI,TAIWAN,R.O.C",(02)27060967,admsect@tungho.com.tw,www.tungho.com.tw,220000000,上市
1416,廣豐實業股份有限公司,廣豐,－ ,20,台北市大安區敦化南路2段97號28樓,43434316,賀錫敬,劉家丞,陳素靜,會計經理,林黛芬,02-27048111,19680628,19760420,新台幣                 10.0000元,1853421680,0,0,1,元大證券股份有限公司,2586-5859,台北市大安區敦化南路2段67號B1,資誠聯合會計師事務所,賴宗羲　,支秉鈞,KFIC,"28th Floor, No. 97, Section 2, Dunhua South Road, Da'an District, Taipei City(Taipei,Taiwan",02-27061881,s.j.chern@kfic.com.tw,www.kfic.com.tw,185342168,上市
1417,嘉裕股份有限公司,嘉裕,－ ,4,臺北市仁愛路四段25號7樓(通訊地址),11825825,陳陞,陳盈璋,陳盈璋,總經理,王壬輔,27113171,19691212,19761228,新台幣                 10.0000元,1899418400,0,0,1,公司股務課,25156421,新北市新店區中興路三段3號1樓,勤業眾信聯合會計師事務所,許秀明,陳培德,CARNIVAL,"7TH FL.,25 JEN AI ROAD.SEC.4TAIPEI,TAIWAN,R.O.C.",27811045,investor@carnival.com.tw,https://www.carnival.com.tw/index.php?lang=tw,189941840,上市
1418,東華龍股份有限公司,東華,－ ,4,台北市新生南路1段56號9樓,11083148,林壯儒,林壯燁,葉燕玲,協理,江志恒,(02)23967768,19700302,19770214,新台幣                 10.0000元,568343090,10000000,0,1,永豐金證券股務代理部,(02)23816288,台北市博愛路17號3樓,正風聯合會計師事務所,吳欣亮,賴家裕,TongHwa,"9F., No.56, Sec. 1, Xinsheng S. Rd.,Taipei City 100, Taiwan (R.O.C.)",(02)23962568,thsf@ms22.hinet.net,www.tonghwa.com.tw,56834309,上市
1419,新光紡織股份有限公司,新紡,－ ,4,台北市中山區中山北路二段44號15樓,7435901,吳昕恩,張淑娣、張瑞南,張淑娣,總經理,張瑞南,(02)25071258,19550606,19770314,新台幣                 10.0000元,3000412800,0,0,1,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,郭乃華,翁博仁,SHINKO.TEXTILE,"15F., No. 44, Sec. 2, Zhongshan N. Rd.TAIPEI.TAIWAN.R.O.C",(02)25072576,marketing@sktextile.com.tw,http://www.sktextile.com.tw,300041280,上市
1423,利華羊毛工業股份有限公司,利華,－ ,4,台北市忠孝東路四段310號12樓,11311608,應柔爾,洪志成,洪志成,總經理,楊遵五,02-27811161,19640723,19790402,新台幣                 10.0000元,996480000,0,0,2,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,余倩如,王彥鈞,REWARD WOOL,"12th Floor, 310 Sec. 4, Chung Hsiao East RoadTaipei, 106 , Taiwan, R. O. C.",02-27521193,reward@reward.com.tw,www.reward.com.tw,99648000,上市
1432,大魯閣實業股份有限公司,大魯閣,－ ,37,台中市東區復興路4段186號,4690983,林曼麗,王盈之,許俊麒,總顧問,羅淑敏,436118888,19730718,19820726,新台幣                 10.0000元,1080000000,18000000,0,1,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,資誠聯合會計師事務所,王方瑜,林冠宏,TAROKO,"No186, Sec 4, Fusing Rd., East Dist.,Taichung, Taiwan, R.O.C.",436080809,will.chen@trkmall.com.tw,https://www.taroko.com.tw/,108000000,上市
1434,福懋興業股份有限公司,福懋,－ ,4,雲林縣斗六市榴中里石榴路317號,14001199,王文淵,李敏章,李敏章,總經理,鄭宏寧,(05)5573966,19730419,19851224,新台幣                 10.0000元,16846646370,0,0,1,本公司股務科,2718-9898,台北市內湖區南京東路六段380號10樓,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,F.T.C,"2F., No.388, Sec.6, Nanjing East Rd.Neihu Dist. Taipei City 114030",2713-1329,t1000@ftc.com.tw,https://www.ftc.com.tw,1684664637,上市
1435,中福國際(股)公司,中福,－ ,20,新北市中和區景平路666號2樓,3101946,陳建,陸榮木,陳建,董事長,陸榮木,(02)82422881,19710115,19871228,新台幣                 10.0000元,1397800800,0,0,2,宏遠證券(股)公司股務代理部,(02)2326-8818,台北市信義路4段236號3樓,冠恆&#32852;合會計師事務所,張進德,朱淑梅,C.F.CORP.,"2FL., No. 666, JING PING RD.,ZHONGHE DIST,NEWTAIPEI CITY, R.O.C.",(02)22457595,ir@chungfutex.com.tw,www.chungfutex.com.tw,139780080,上市
1436,華友聯開發股份有限公司,華友聯,－ ,14,高雄市鳳山區文龍路85號11樓,7510318,陸炤廷,陸炤廷,吳家德,執行副總經理,林紹詳,(07)780-1381,19670131,19880411,新台幣                 10.0000元,1319793490,0,0,1,群益金鼎證券(股)股務代理部,(02)2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,陳秀雯,王兆群,HUA YU LIEN,"11F., No. 85,Wenlong Rd.,Fengshan Dist.,Kaohsiung City, Taiwan (R.O.C.)",(07)777-7398,steven@huakai.com.tw,www.huakai.com.tw,131979349,上市
1437,勤益投資控股股份有限公司,勤益控,－ ,20,台北市大安區忠孝東路4段320號9樓,35535607,顧立楷,顧立楷,馮于珍,會計部協理,曾瑞澤,(02)2741-5000,19610223,19881110,新台幣                 10.0000元,2033712840,0,0,1,中國信託商業銀行代理部,(02)6636-5566,10008台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,吳佳翰,呂莉莉,GTM,"9F,320 Zhong Xiao  E. Rd. Sec.4,Taipei, Taiwan 10694Taipei Taiwan R.O.C",(02)2776-5073,gtm@gtm.com.tw,http://www.gtm.com.tw,203371284,上市
1438,三地開發地產股份有限公司,三地開發,－ ,14,高雄市苓雅區中正二路175號16樓之3,3561011,鍾育霖,莊峻宇,鍾育霖,董事長,莊峻宇,(07)2259599,19551011,19881215,新台幣                 10.0000元,1112057590,20000000,0,2,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,高鈺倫,陳永祥,SanDi,"16F.-3, No. 175, Zhongzheng 2nd Rd.,Lingya Dist., Kaohsiung City 802",(07)2256099,yufoongb@ms37.hinet.net,http://www.sandirealestate.com.tw/,111205759,上市
1439,雋揚國際股份有限公司,雋揚,－ ,14,臺北市南港區經貿一路170號11樓,11113403,侯嘉騏,劉先雯,葉品卉,財務會計部經理,尚未派任,(02)27566777,19641001,19890522,新台幣                 10.0000元,920000000,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,梁益彰,陳&#21843;東,ASCENT,"11F., No. 170, Jingmao 1st Rd., Nangang Dist.,Taipei 115018, Taiwan (R.O.C.)",(02)27531999,ir@ascentglobal.com.tw,https://www.ascentglobal.com.tw/,92000000,上市
1440,臺南紡織股份有限公司,南紡,－ ,4,臺南市東區裕農路511號,68919301,侯博明,江俊謀,蘇冠銘,總經理室協理,林祺傑、吳若蘭,(06)2376161,19550321,19891003,新台幣                 10.0000元,16568158570,0,0,1,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號地下一樓,資誠聯合會計師事務所,田中玉,徐惠榆,TAINAN SPINNING,"No. 511, Yunong Rd. , East Dist. ,Tainan City, Taiwan (R. O. C.)",(06)2361156,general@tainanspin.com.tw,https://www.tainanspin.com.tw/,1656815857,上市
1441,大東紡織股份有限公司,大東,－ ,4,台北市松山區南京東路三段346號3樓,51037304,陳修忠,陳建州,陳建州,總經理,黃永昌,(02)27522244,19580315,19891027,新台幣                 10.0000元,717443870,28024542,0,1,群益金鼎證券(股)公司股務代理部,(02)27023999,106台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林雅慧,林永智,TAH TONG,"No. 346, 3/F, Sec. 3, Nanking E. Rd.,Taipei,Taiwan 105TAIPEI,TAIWAN R.O.C.",(02)27718186,spokesperson@tahtong.com.tw,www.tahtong.com.tw,71744387,上市
1442,名軒開發股份有限公司,名軒,－ ,14,新北市新莊區中華路三段218號8樓,4615057,吳泓瑩,吳勝利,吳勝利,總經理,"黃慧勤,許莉蓁",82922288,19740718,19891116,新台幣                 10.0000元,3662113580,0,0,1,台新證券股務代理部,25048125,北市建國北路一段96號地下一樓,惠眾聯合會計師事務所,項文婷,盧聯生,ADVANCETEK,"8F., No. 218, Sec. 3, Zhonghua Rd.Xinzhuang Dist., New Taipei City, Taiwan",82925561,servicemail@advancetek.com.tw,https://www.advancetek.com.tw,366211358,上市
1443,立益物流開發股份有限公司,立益物流,－ ,20,台北市大同區西寧北路70號6樓,4287483,蘇東榮,蘇慶源,蘇東榮,董事長,王建中,(02)25557680,19721125,19900421,新台幣                 10.0000元,1353430110,0,0,1,元富證券股份有限公司股務代理科,(02)27686668,台北市松山區光復北路11巷35號地下一樓,國富浩華聯合會計師事務所,邱繼盛,王戊昌,LILYTEXTILE,"6TH FLOOR 70,HSI NING NORTH ROAD.TAIPEI,TAIWAN,R.O.C",(02)25587492,lily161@ms31.hinet.net,www.lily.com.tw,135343011,上市
1444,力麗企業股份有限公司,力麗,－ ,4,104台北市松江路162號11樓,7663290,郭紹儀,陳漢卿,陳漢卿,總經理,施吉禹,(02)2100-2888,19790115,19900808,新台幣                 10.0000元,9955950590,0,0,1,台新綜合證券  股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,黃毅民,洪國田,LEALEA,"11F,NO.162,SUNG CHIANG RD.,TAIPEI,TAIWAN,R.O.C",(02)2100-1352,srd0e8@lipeng.com.tw,https://www.lealeagroup.com.tw/,995595059,上市
1445,大宇紡織股份有限公司,大宇,－ ,4,台北市西寧北路62-5號7樓,7015014,陳曜銘,楊任凱,楊任凱,總經理,林玉津,2552-3977,19690912,19910205,新台幣                 10.0000元,1306660340,0,0,1,群益金鼎證券(股)公司股務代理部,27023999,(10601) 台北市大安區敦化南路二段97號B2,安永聯合會計師事務所,黃靖雅,劉榮進,UNIVERSAL,7/F 62-5 SINING N. ROADTAIPEI TAIWAN R.O.C.,02-25521969,Lyc@universal-tex.com,www.universal-tex.com,130666034,上市
1446,宏和精密紡織股份有限公司,宏和,－ ,4,台南市永康區中山南路473號,73641170,黃大功,何天明,張滄祐,經理,陳永祿,06-2333133,19780609,19911015,新台幣                 10.0000元,1377095130,0,0,1,元大證券股份有限公司,02-25865859,台北市大安區敦化南路2段67號B1,安永聯合會計師事務所,胡子仁,姚世傑,HONG HO,"No.473, Zhongshan S. Rd.,Yongkang Dist., Tainan City , Taiwan",06-2332133,u1081@hongho.com.tw,www.hongho.com.tw,137709513,上市
1447,力鵬企業股份有限公司,力鵬,－ ,4,104台北市松江路162號6樓,33955322,郭紹儀,童敏雄,陳漢卿,總經理,蘇彥銘,(02)2100-2888,19750820,19920128,新台幣                 10.0000元,9100712420,0,0,1,台新證券股務代理部,(02)2504-8125,104台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,黃毅民,洪國田,LP,"6F,NO.162 SUNG CHIANG RD;TAIPEI,TAIWAN,R.O.C",(02)2100-2688,lynn@lealea.com.tw,http://www.lipeng.com.tw,910071242,上市
1449,佳和實業股份有限公司,佳和,－ ,4,台南市新市區三舍里復興路533號,72055019,翁偉翔,翁偉翔,翁瑋駿,協理,黃崇海,(06)7029961,19721212,19920506,新台幣                 10.0000元,1030939100,0,0,1,群益金鼎證券股份有限公司,(02)27023999,台北市大安區敦化南路二段97號B2,安侯建業會計師事務所,蘇彥達,許振隆,CHIA HER,"No.207, San Sheh Tsun, Hsin Shih HsiangTainan Hsien, Taiwan,R.O.C",(06)7029965,u110507@chgtex.com,www.chgtex.com,103093910,上市
1451,年興紡織股份有限公司,年興,－ ,4,台北市內湖區內湖路一段306號13樓,22266307,陳威翰,蔡樹軒,蔡樹軒,總經理,周泰源,(02)26568888,19861013,19921221,新台幣                 10.0000元,1980000000,0,0,1,群益金鼎證券股份有限公司,(02)27023999,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,陳怡伶,辛宥呈,NIEN HSING,"13F., No. 306, Sec. 1, Neihu Rd., Neihu Dist., Taipei City 114, TaiwanTaipei City 114, Taiwan (R.O.C.)",(02)26568899,nienhsing@nhjeans.com,https://www.nhjeans.com/,198000000,上市
1452,宏益纖維工業股份有限公司,宏益,－ ,4,台北市塔城街66號6樓,43121481,施淑賢,王慶榮,王慶榮,總經理,張筱玉,02-25521191,19680823,19921228,新台幣                 10.0000元,1326414000,0,0,1,康和綜合證券股份有限公司,02-87871118,台北市信義區基隆路一段176號B1,立本台灣聯合會計師事務所,柯俊輝,張鈞鈞,HONG YI,"6F, No. 66, Ta-cheng St.Taipei, Taiwan, R.O.C",02-25523610,hongyi@hongyilon.com.tw,http://www.hongyilon.com.tw,132641400,上市
1453,大將開發股份有限公司,大將,－ ,14,台北市大安區敦化南路二段71號6樓,7617901,葉義雄,林靜怡,葉義雄,董事長,余明德,27069999,19780415,19930419,新台幣                 10.0000元,1099447060,0,0,1,元大證券股份有限公司,27175566,台北市大安區敦化南路二段67號地下一樓,勤業眾信聯合會計師事務所,楊靜婷,莊文源,TA  JIANG,"6F,NO.71.SEC2 TUNG HWA SOUTH ROAD TAIPEI,TAIWANTAIPEI ,TAIWAN,ROC",27061166,md.yu@tajiang.com.tw,www.tajiang.com.tw,109944706,上市
1454,台灣富綢纖維股份有限公司,台富,－ ,4,台北市西寧北路70-1號8樓,4301794,莊燿銘,莊燿銘,華淑玲,協理,游婉嬅,02-25568282,19730601,19930507,新台幣                 10.0000元,1298338480,0,0,1,富邦證券股份有限公司,02-23611300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,王攀發,曾建銘,TTF,8F.70-1 HSI-NING NORTH ROADTAIPEI TAIWAN,02-25500501,iris@ttfco.com,http://www.ttfco.com,129833848,上市
1455,集盛實業股份有限公司,集盛,－ ,4,台北市西寧北路七十號二樓,43295237,蘇百煌,葉必祿,蘇百煌,董事長,郭世誠 顏仲梓,02-25557151,19690818,19931007,新台幣                 10.0000元,5316883800,0,0,1,群益金鼎證券(股)公司股務代理部,02-27023999,台北市敦化南路二段97號地下二樓,國富浩華聯合會計師事務所,陳桂美,林志隆,ZIG SHENG,"2ND FL 70 SHI-NING N RD.TAIPEI,TAIWAN, R.O.C.",02-25503740,jason_kuo@zigsheng.com,www.zigsheng.com,531688380,上市
